current seq_region name,new seq_region name,INSDC accession,Notes
AS2_scf7180000687242,KL639413,KL639413,
AS2_scf7180000687243,KL639414,KL639414,
AS2_scf7180000687244,KL639415,KL639415,
AS2_scf7180000687245,KL639416,KL639416,
AS2_scf7180000687246,KL639417,KL639417,
AS2_scf7180000687247,KL639418,KL639418,
AS2_scf7180000687248,KL639419,KL639419,
AS2_scf7180000687249,KL639420,KL639420,
AS2_scf7180000687250,KL639421,KL639421,
AS2_scf7180000687251,KL639422,KL639422,
AS2_scf7180000687252,KL639423,KL639423,
AS2_scf7180000687253,KL639424,KL639424,
AS2_scf7180000687254,KL639425,KL639425,
AS2_scf7180000687255,KL639426,KL639426,
AS2_scf7180000687256,KL639427,KL639427,
AS2_scf7180000687257,KL639428,KL639428,
AS2_scf7180000687258,KL639429,KL639429,
AS2_scf7180000687259,KL639430,KL639430,
AS2_scf7180000687260,KL639431,KL639431,
AS2_scf7180000687261,KL639432,KL639432,
AS2_scf7180000687262,KL639433,KL639433,
AS2_scf7180000687263,KL639434,KL639434,
AS2_scf7180000687264,KE523887,KE523887,
AS2_scf7180000687265,KL639435,KL639435,
AS2_scf7180000687266,KL639436,KL639436,
AS2_scf7180000687267,KL639437,KL639437,
AS2_scf7180000687268,KL639438,KL639438,
AS2_scf7180000687269,KL639439,KL639439,
AS2_scf7180000687270,KL639440,KL639440,
AS2_scf7180000687271,KL639441,KL639441,
AS2_scf7180000687272,KL639442,KL639442,
AS2_scf7180000687273,KL639443,KL639443,
AS2_scf7180000687274,KL639444,KL639444,
AS2_scf7180000687275,KL639445,KL639445,
AS2_scf7180000687276,KL639446,KL639446,
AS2_scf7180000687277,KL639447,KL639447,
AS2_scf7180000687278,KL639448,KL639448,
AS2_scf7180000687279,KL639449,KL639449,
AS2_scf7180000687280,KL639450,KL639450,
AS2_scf7180000687281,KL639451,KL639451,
AS2_scf7180000687282,KL639452,KL639452,
AS2_scf7180000687283,KL639453,KL639453,
AS2_scf7180000687284,KL639454,KL639454,
AS2_scf7180000687285,KL639455,KL639455,
AS2_scf7180000687286,KE523888,KE523888,
AS2_scf7180000687287,KE523889,KE523889,
AS2_scf7180000687288,KL639456,KL639456,
AS2_scf7180000687289,KL639457,KL639457,
AS2_scf7180000687290,KL639458,KL639458,
AS2_scf7180000687291,KL639459,KL639459,
AS2_scf7180000687292,KL639460,KL639460,
AS2_scf7180000687293,KL639461,KL639461,
AS2_scf7180000687294,KL639462,KL639462,
AS2_scf7180000687295,KL639463,KL639463,
AS2_scf7180000687296,KL639464,KL639464,
AS2_scf7180000687297,KL639465,KL639465,
AS2_scf7180000687298,KL639466,KL639466,
AS2_scf7180000687299,KL639467,KL639467,
AS2_scf7180000687300,KL639468,KL639468,
AS2_scf7180000687301,KL639469,KL639469,
AS2_scf7180000687302,KL639470,KL639470,
AS2_scf7180000687303,KL639471,KL639471,
AS2_scf7180000687304,KL639472,KL639472,
AS2_scf7180000687305,KL639473,KL639473,
AS2_scf7180000687306,KL639474,KL639474,
AS2_scf7180000687307,KL639475,KL639475,
AS2_scf7180000687308,KL639476,KL639476,
AS2_scf7180000687309,KL639477,KL639477,
AS2_scf7180000687310,KL639478,KL639478,
AS2_scf7180000687311,KL639479,KL639479,
AS2_scf7180000687312,KL639480,KL639480,
AS2_scf7180000687313,KE523890,KE523890,
AS2_scf7180000687314,KL639481,KL639481,
AS2_scf7180000687315,KL639482,KL639482,
AS2_scf7180000687316,KL639483,KL639483,
AS2_scf7180000687317,KL639484,KL639484,
AS2_scf7180000687318,KL639485,KL639485,
AS2_scf7180000687319,KL639486,KL639486,
AS2_scf7180000687320,KL639487,KL639487,
AS2_scf7180000687321,KL639488,KL639488,
AS2_scf7180000687322,KL639489,KL639489,
AS2_scf7180000687323,KL639490,KL639490,
AS2_scf7180000687324,KL639491,KL639491,
AS2_scf7180000687325,KL639492,KL639492,
AS2_scf7180000687326,KE523891,KE523891,
AS2_scf7180000687327,KL639493,KL639493,
AS2_scf7180000687328,KL639494,KL639494,
AS2_scf7180000687329,KL639495,KL639495,
AS2_scf7180000687330,KL639496,KL639496,
AS2_scf7180000687331,KL639497,KL639497,
AS2_scf7180000687332,KL639498,KL639498,
AS2_scf7180000687333,KL639499,KL639499,
AS2_scf7180000687334,KL639500,KL639500,
AS2_scf7180000687335,KE523892,KE523892,
AS2_scf7180000687336,KL639501,KL639501,
AS2_scf7180000687337,KL639502,KL639502,
AS2_scf7180000687338,KL639503,KL639503,
AS2_scf7180000687339,KL639504,KL639504,
AS2_scf7180000687340,KL639505,KL639505,
AS2_scf7180000687341,KL639506,KL639506,
AS2_scf7180000687342,KL639507,KL639507,
AS2_scf7180000687343,KE523893,KE523893,
AS2_scf7180000687344,KL639508,KL639508,
AS2_scf7180000687345,KL639509,KL639509,
AS2_scf7180000687346,KL639510,KL639510,
AS2_scf7180000687347,KE523894,KE523894,
AS2_scf7180000687348,KE523895,KE523895,
