current seq_region name,new seq_region name,INSDC accession,Notes
supercont3.1477,DS233289,DS233289,
supercont3.1478,DS233290,DS233290,
supercont3.1479,DS233291,DS233291,
supercont3.148,DS231960,DS231960,
supercont3.1480,DS233292,DS233292,
supercont3.1481,DS233293,DS233293,
supercont3.1482,DS233294,DS233294,
supercont3.1483,DS233295,DS233295,
supercont3.1484,DS233296,DS233296,
supercont3.1485,DS233297,DS233297,
supercont3.1486,DS233298,DS233298,
supercont3.1487,DS233299,DS233299,
supercont3.1488,DS233300,DS233300,
supercont3.1489,DS233301,DS233301,
supercont3.149,DS231961,DS231961,
supercont3.1490,DS233302,DS233302,
supercont3.1491,DS233303,DS233303,
supercont3.1492,DS233304,DS233304,
supercont3.1493,DS233305,DS233305,
supercont3.1494,DS233306,DS233306,
supercont3.1495,DS233307,DS233307,
supercont3.1496,DS233308,DS233308,
supercont3.1497,DS233309,DS233309,
supercont3.1498,DS233310,DS233310,
supercont3.1499,DS233311,DS233311,
supercont3.15,DS231827,DS231827,
supercont3.150,DS231962,DS231962,
supercont3.1500,DS233312,DS233312,
supercont3.1501,DS233313,DS233313,
supercont3.1502,DS233314,DS233314,
supercont3.1503,DS233315,DS233315,
supercont3.1504,DS233316,DS233316,
supercont3.1505,DS233317,DS233317,
supercont3.1506,DS233318,DS233318,
supercont3.1507,DS233319,DS233319,
supercont3.1508,DS233320,DS233320,
supercont3.1509,DS233321,DS233321,
supercont3.151,DS231963,DS231963,
supercont3.1510,DS233322,DS233322,
supercont3.1511,DS233323,DS233323,
supercont3.1512,DS233324,DS233324,
supercont3.1513,DS233325,DS233325,
supercont3.1514,DS233326,DS233326,
supercont3.1515,DS233327,DS233327,
supercont3.1516,DS233328,DS233328,
supercont3.1517,DS233329,DS233329,
supercont3.1518,DS233330,DS233330,
supercont3.1519,DS233331,DS233331,
supercont3.152,DS231964,DS231964,
supercont3.1520,DS233332,DS233332,
supercont3.1521,DS233333,DS233333,
supercont3.1522,DS233334,DS233334,
supercont3.1523,DS233335,DS233335,
supercont3.1524,DS233336,DS233336,
supercont3.1525,DS233337,DS233337,
supercont3.1526,DS233338,DS233338,
supercont3.1527,DS233339,DS233339,
supercont3.1528,DS233340,DS233340,
supercont3.1529,DS233341,DS233341,
supercont3.153,DS231965,DS231965,
supercont3.1530,DS233342,DS233342,
supercont3.1531,DS233343,DS233343,
supercont3.1532,DS233344,DS233344,
supercont3.1533,DS233345,DS233345,
supercont3.1534,DS233346,DS233346,
supercont3.1535,DS233347,DS233347,
supercont3.1536,DS233348,DS233348,
supercont3.1537,DS233349,DS233349,
supercont3.1538,DS233350,DS233350,
supercont3.1539,DS233351,DS233351,
supercont3.154,DS231966,DS231966,
supercont3.1540,DS233352,DS233352,
supercont3.1541,DS233353,DS233353,
supercont3.1542,DS233354,DS233354,
supercont3.1543,DS233355,DS233355,
supercont3.1544,DS233356,DS233356,
supercont3.1545,DS233357,DS233357,
supercont3.1546,DS233358,DS233358,
supercont3.1547,DS233359,DS233359,
supercont3.1548,DS233360,DS233360,
supercont3.1549,DS233361,DS233361,
supercont3.155,DS231967,DS231967,
supercont3.1550,DS233362,DS233362,
supercont3.1551,DS233363,DS233363,
supercont3.1552,DS233364,DS233364,
supercont3.1553,DS233365,DS233365,
supercont3.1554,DS233366,DS233366,
supercont3.1555,DS233367,DS233367,
supercont3.1556,DS233368,DS233368,
supercont3.1557,DS233369,DS233369,
supercont3.1558,DS233370,DS233370,
supercont3.1559,DS233371,DS233371,
supercont3.156,DS231968,DS231968,
supercont3.1560,DS233372,DS233372,
supercont3.1561,DS233373,DS233373,
supercont3.1562,DS233374,DS233374,
supercont3.1563,DS233375,DS233375,
supercont3.1564,DS233376,DS233376,
supercont3.1565,DS233377,DS233377,
supercont3.1566,DS233378,DS233378,
supercont3.1567,DS233379,DS233379,
supercont3.1568,DS233380,DS233380,
supercont3.1569,DS233381,DS233381,
supercont3.157,DS231969,DS231969,
supercont3.1570,DS233382,DS233382,
supercont3.1571,DS233383,DS233383,
supercont3.1572,DS233384,DS233384,
supercont3.1573,DS233385,DS233385,
supercont3.1574,DS233386,DS233386,
supercont3.1575,DS233387,DS233387,
supercont3.1576,DS233388,DS233388,
supercont3.1577,DS233389,DS233389,
supercont3.1578,DS233390,DS233390,
supercont3.1579,DS233391,DS233391,
supercont3.158,DS231970,DS231970,
supercont3.1580,DS233392,DS233392,
supercont3.1581,DS233393,DS233393,
supercont3.1582,DS233394,DS233394,
supercont3.1583,DS233395,DS233395,
supercont3.1584,DS233396,DS233396,
supercont3.1585,DS233397,DS233397,
supercont3.1586,DS233398,DS233398,
supercont3.1587,DS233399,DS233399,
supercont3.1588,DS233400,DS233400,
supercont3.1589,DS233401,DS233401,
supercont3.159,DS231971,DS231971,
supercont3.1590,DS233402,DS233402,
supercont3.1591,DS233403,DS233403,
supercont3.1592,DS233404,DS233404,
supercont3.1593,DS233405,DS233405,
supercont3.1594,DS233406,DS233406,
supercont3.1595,DS233407,DS233407,
supercont3.1596,DS233408,DS233408,
supercont3.1597,DS233409,DS233409,
supercont3.1598,DS233410,DS233410,
supercont3.1599,DS233411,DS233411,
supercont3.16,DS231828,DS231828,
supercont3.160,DS231972,DS231972,
supercont3.1600,DS233412,DS233412,
supercont3.1601,DS233413,DS233413,
supercont3.1602,DS233414,DS233414,
supercont3.1603,DS233415,DS233415,
supercont3.1604,DS233416,DS233416,
supercont3.1605,DS233417,DS233417,
supercont3.1606,DS233418,DS233418,
supercont3.1607,DS233419,DS233419,
supercont3.1608,DS233420,DS233420,
