current seq_region name,new seq_region name,INSDC accession,Notes
scaffold_00530,ALPR02008803,ALPR02008803,
scaffold_00531,ALPR02008804,ALPR02008804,
scaffold_00532,KE389302,KE389302,
scaffold_00533,ALPR02008807,ALPR02008807,
scaffold_00534,ALPR02008808,ALPR02008808,
scaffold_00535,KE389303,KE389303,
scaffold_00536,ALPR02008812,ALPR02008812,
scaffold_00537,KE389304,KE389304,
scaffold_00538,ALPR02008815,ALPR02008815,
scaffold_00539,ALPR02008816,ALPR02008816,
scaffold_00540,ALPR02008817,ALPR02008817,
scaffold_00541,ALPR02008818,ALPR02008818,
scaffold_00542,ALPR02008819,ALPR02008819,
scaffold_00543,ALPR02008820,ALPR02008820,
scaffold_00544,ALPR02008821,ALPR02008821,
scaffold_00545,ALPR02008822,ALPR02008822,
scaffold_00546,ALPR02008823,ALPR02008823,
scaffold_00547,ALPR02008824,ALPR02008824,
scaffold_00548,ALPR02008825,ALPR02008825,
scaffold_00549,ALPR02008826,ALPR02008826,
scaffold_00550,ALPR02008827,ALPR02008827,
scaffold_00551,ALPR02008828,ALPR02008828,
scaffold_00552,KE389305,KE389305,
scaffold_00553,ALPR02008832,ALPR02008832,
scaffold_00554,KE389306,KE389306,
scaffold_00555,KE389307,KE389307,
scaffold_00556,ALPR02008837,ALPR02008837,
scaffold_00557,ALPR02008838,ALPR02008838,
scaffold_00558,ALPR02008839,ALPR02008839,
scaffold_00559,ALPR02008840,ALPR02008840,
scaffold_00560,ALPR02008841,ALPR02008841,
scaffold_00561,KE389308,KE389308,
scaffold_00562,KE389309,KE389309,
scaffold_00563,ALPR02008846,ALPR02008846,
scaffold_00564,ALPR02008847,ALPR02008847,
scaffold_00565,KE389310,KE389310,
scaffold_00566,ALPR02008850,ALPR02008850,
scaffold_00567,ALPR02008851,ALPR02008851,
scaffold_00568,ALPR02008852,ALPR02008852,
scaffold_00569,ALPR02008853,ALPR02008853,
scaffold_00570,ALPR02008854,ALPR02008854,
scaffold_00571,ALPR02008855,ALPR02008855,
scaffold_00572,ALPR02008856,ALPR02008856,
scaffold_00573,KE389311,KE389311,
scaffold_00574,ALPR02008859,ALPR02008859,
scaffold_00575,ALPR02008860,ALPR02008860,
scaffold_00576,ALPR02008861,ALPR02008861,
scaffold_00577,KE389312,KE389312,
scaffold_00578,ALPR02008864,ALPR02008864,
scaffold_00579,ALPR02008865,ALPR02008865,
scaffold_00580,ALPR02008866,ALPR02008866,
scaffold_00581,ALPR02008867,ALPR02008867,
scaffold_00582,KE389313,KE389313,
scaffold_00583,ALPR02008870,ALPR02008870,
scaffold_00584,ALPR02008871,ALPR02008871,
scaffold_00585,ALPR02008872,ALPR02008872,
scaffold_00586,ALPR02008873,ALPR02008873,
scaffold_00587,ALPR02008874,ALPR02008874,
scaffold_00588,ALPR02008875,ALPR02008875,
scaffold_00589,KE389314,KE389314,
scaffold_00590,KE389315,KE389315,
scaffold_00591,ALPR02008880,ALPR02008880,
scaffold_00592,ALPR02008881,ALPR02008881,
scaffold_00593,ALPR02008882,ALPR02008882,
scaffold_00594,ALPR02008883,ALPR02008883,
scaffold_00595,ALPR02008884,ALPR02008884,
scaffold_00596,ALPR02008885,ALPR02008885,
scaffold_00597,ALPR02008886,ALPR02008886,
scaffold_00598,KE389316,KE389316,
scaffold_00599,ALPR02008889,ALPR02008889,
scaffold_00600,ALPR02008890,ALPR02008890,
scaffold_00601,ALPR02008891,ALPR02008891,
scaffold_00602,KE389317,KE389317,
scaffold_00603,ALPR02008894,ALPR02008894,
scaffold_00604,ALPR02008895,ALPR02008895,
scaffold_00605,ALPR02008896,ALPR02008896,
scaffold_00606,ALPR02008897,ALPR02008897,
scaffold_00607,ALPR02008898,ALPR02008898,
scaffold_00608,ALPR02008899,ALPR02008899,
scaffold_00609,ALPR02008900,ALPR02008900,
scaffold_00610,ALPR02008901,ALPR02008901,
scaffold_00611,ALPR02008902,ALPR02008902,
scaffold_00612,KE389318,KE389318,
scaffold_00613,ALPR02008905,ALPR02008905,
scaffold_00614,ALPR02008906,ALPR02008906,
scaffold_00615,ALPR02008907,ALPR02008907,
scaffold_00617,ALPR02008908,ALPR02008908,
scaffold_00618,KE389319,KE389319,
scaffold_00619,ALPR02008911,ALPR02008911,
scaffold_00620,ALPR02008912,ALPR02008912,
scaffold_00621,ALPR02008913,ALPR02008913,
scaffold_00622,ALPR02008914,ALPR02008914,
scaffold_00623,ALPR02008915,ALPR02008915,
scaffold_00624,ALPR02008916,ALPR02008916,
